标题:,'温度计总'
垂直标签:,''
开始时间:,2020-10-31 22:50:00
结束时间:,2020-10-31 22:50:00
步进:,300
总行数:,288
图形编号:,1729
主机编号:,0

Date,col1-cdefa,col2-cdefb,col3-cdefc,col4-cdefd,col5-cdefe,col6-cdeff,col7-cdefg,åºå£æµé,äºèäºéæ»æµé,IDCæ»æµé,col11-cdefa,col12-cdefb,col13-cdefd,col14-cdefcc,col15-cdefcd,col16-cdefce,col17-cdefcf,col18-cdefcg,col19-cdefch,col20-cdefci,col21-cdefcj,col22-cdefda,col23-cdefdb,col24-cdefdc,col25-cdefdd,col26-cdefde,col27-cdefdf,col28-cdefdg,col29-cdefdh,col30-cdefdi,col31-cdefdj,col32-cdefea,col33-cdefeb,æ»æµé,åºå£ä½¿ç¨ç,äºèäºéä½¿ç¨ç,IDCä½¿ç¨ç
2020-10-31 22:50:00,4.7577904898e+10,0.0000000000e+00,1.1073979698e+08,1.4427015343e+10,2.6184046958e+08,8.1811551573e+05,5.8966149655e+07,6.2215805178e+10,1.3173387931e+11,3.5562811085e+11,4.7577904898e+10,0.0000000000e+00,1.4427015343e+10,3.5125210392e+10,1.0402193706e+11,2.9285760733e+10,8.8083046034e+09,3.5409828096e+10,1.0489909061e+11,2.9166643362e+10,8.9113359909e+09,2.7570600095e+09,1.1354066323e+10,1.9849745072e+10,3.0655538020e+10,1.7293876794e+09,3.9012272494e+10,2.3247509170e+10,6.6112066099e+08,2.3500483329e+09,0.0000000000e+00,0.0000000000e+00,3.2801648132e+08,5.4957779533e+11,1.1320654820e+01,2.3970014878e+01,6.4709330302e+01
2020-10-31 22:55:00,4.4492285180e+10,0.0000000000e+00,1.0007818488e+08,1.3689290671e+10,2.7280558255e+08,7.9560295538e+05,5.0219314551e+07,5.8405318167e+10,1.2719057725e+11,3.4022561318e+11,4.4492285180e+10,0.0000000000e+00,1.3689290671e+10,3.3808491348e+10,1.0056027237e+11,2.7855778212e+10,8.3920475699e+09,3.3232556961e+10,1.0032547997e+11,2.7594696578e+10,8.4562901714e+09,2.6523920820e+09,1.1273656161e+10,1.9164140242e+10,2.9625975465e+10,1.6183170940e+09,3.7659618134e+10,2.2342732249e+10,6.2459363615e+08,2.1277900913e+09,0.0000000000e+00,0.0000000000e+00,3.2510440686e+08,5.2582150860e+11,1.1107441824e+01,2.4188926312e+01,6.4703631864e+01
2020-10-31 23:00:00,4.4063593224e+10,0.0000000000e+00,9.2514832921e+07,1.3208385385e+10,2.2900204404e+08,7.9693842914e+05,4.9523545048e+07,5.7458786303e+10,1.2273583564e+11,3.2682851056e+11,4.4063593224e+10,0.0000000000e+00,1.3208385385e+10,3.2011731118e+10,9.6248693784e+10,2.6874563907e+10,7.9221617323e+09,3.2228433128e+10,9.6566405947e+10,2.6795770680e+10,8.1807502650e+09,2.5250953887e+09,1.0504581042e+10,1.8411424960e+10,2.8967520149e+10,1.6040214285e+09,3.6612178121e+10,2.1279341078e+10,5.9108538875e+08,2.1113606642e+09,0.0000000000e+00,0.0000000000e+00,3.1603510994e+08,5.0702313250e+11,1.1332576883e+01,2.4207147124e+01,6.4460275994e+01
2020-10-31 23:05:00,4.1633445476e+10,0.0000000000e+00,8.9450422603e+07,1.2522233826e+10,2.0080926126e+08,7.8594184479e+05,5.3969775434e+07,5.4321793858e+10,1.1884632321e+11,3.1670791836e+11,4.1633445476e+10,0.0000000000e+00,1.2522233826e+10,3.1579665686e+10,9.2830498115e+10,2.6274991617e+10,7.8948971717e+09,3.1388830146e+10,9.3112904646e+10,2.5751639728e+10,7.8744912489e+09,2.4136014250e+09,1.0386995133e+10,1.7747482894e+10,2.8344402222e+10,1.6119514139e+09,3.5135623703e+10,2.0514595489e+10,5.4450973342e+08,2.0100632070e+09,0.0000000000e+00,0.0000000000e+00,3.0321254391e+08,4.8987603542e+11,1.1088885744e+01,2.4260489311e+01,6.4650624945e+01
2020-10-31 23:10:00,3.9265339151e+10,0.0000000000e+00,7.4779313266e+07,1.1965649307e+10,1.9325365143e+08,7.6214633631e+05,4.7299333829e+07,5.1397524277e+10,1.1444814950e+11,2.9805501789e+11,3.9265339151e+10,0.0000000000e+00,1.1965649307e+10,2.9833582463e+10,8.7638021245e+10,2.4194565960e+10,7.6839368682e+09,2.9597966998e+10,8.7602549190e+10,2.3841588278e+10,7.6628068865e+09,2.2721417049e+09,1.0111352720e+10,1.7519936939e+10,2.7154018624e+10,1.6744702253e+09,3.3503180379e+10,1.9565142951e+10,5.4507448934e+08,1.9820827320e+09,0.0000000000e+00,0.0000000000e+00,2.8728455096e+08,4.6390069166e+11,1.1079423937e+01,2.4670829674e+01,6.4249746389e+01
2020-10-31 23:15:00,3.7881152037e+10,0.0000000000e+00,8.3651215015e+07,1.1763974414e+10,2.0420557619e+08,7.4568390639e+05,4.5865834259e+07,4.9812292330e+10,1.1116462339e+11,2.8678158606e+11,3.7881152037e+10,0.0000000000e+00,1.1763974414e+10,2.8436048090e+10,8.3550912684e+10,2.3737539256e+10,7.6453190533e+09,2.8050616809e+10,8.4132629665e+10,2.3413478417e+10,7.8150420884e+09,2.2485672447e+09,9.6636182518e+09,1.6744495940e+10,2.5854291898e+10,1.6544808879e+09,3.3184695259e+10,1.9208595485e+10,5.3935927018e+08,1.9548563184e+09,0.0000000000e+00,0.0000000000e+00,2.7882871663e+08,4.4775850179e+11,1.1124812177e+01,2.4826915167e+01,6.4048272656e+01
2020-10-31 23:20:00,3.4387402695e+10,0.0000000000e+00,8.5544039491e+07,1.1299102233e+10,1.9599602205e+08,7.4719552404e+05,4.4956045046e+07,4.5842660151e+10,1.0668316555e+11,2.7619111630e+11,3.4387402695e+10,0.0000000000e+00,1.1299102233e+10,2.7992134810e+10,8.0123881041e+10,2.2762680252e+10,7.2618640999e+09,2.7834663818e+10,8.0369095875e+10,2.2350343239e+10,7.4964531688e+09,2.2576134789e+09,9.1364304500e+09,1.5955182951e+10,2.4830266076e+10,1.6631348610e+09,3.1928897286e+10,1.8367699891e+10,5.0611895294e+08,1.9200642394e+09,0.0000000000e+00,0.0000000000e+00,2.7391258945e+08,4.2871694201e+11,1.0692990097e+01,2.4884289632e+01,6.4422720271e+01
2020-10-31 23:25:00,3.3295777340e+10,0.0000000000e+00,7.7920588581e+07,1.1150179474e+10,1.9598962835e+08,7.3498802933e+05,4.6161523222e+07,4.4610922364e+10,1.0257741035e+11,2.6480589691e+11,3.3295777340e+10,0.0000000000e+00,1.1150179474e+10,2.7133913921e+10,7.6596068245e+10,2.1731101908e+10,6.7811954954e+09,2.7035485475e+10,7.6859073664e+10,2.1552596375e+10,7.1164618317e+09,2.1283480855e+09,8.8660327647e+09,1.5731750129e+10,2.3643855863e+10,1.6277094003e+09,3.0460025682e+10,1.7728026845e+10,4.6941656763e+08,1.8324456197e+09,0.0000000000e+00,0.0000000000e+00,2.5476494192e+08,4.1199422963e+11,1.0828045433e+01,2.4897778408e+01,6.4274176159e+01
2020-10-31 23:30:00,3.1509449799e+10,0.0000000000e+00,7.3842059749e+07,1.0555935779e+10,2.1005245207e+08,7.3215842757e+05,4.3396706893e+07,4.2245724835e+10,9.9532973298e+10,2.5405277737e+11,3.1509449799e+10,0.0000000000e+00,1.0555935779e+10,2.6259263864e+10,7.3320348974e+10,2.0859586512e+10,6.7492170836e+09,2.6228819905e+10,7.3295475881e+10,2.0549070102e+10,6.7909950501e+09,1.9544783126e+09,8.5178513609e+09,1.4874958774e+10,2.3085753221e+10,1.6261199031e+09,2.9964039795e+10,1.7323879398e+10,4.4872963294e+08,1.6722788006e+09,0.0000000000e+00,0.0000000000e+00,2.4522335769e+08,3.9583147551e+11,1.0672654261e+01,2.5145290220e+01,6.4182055519e+01
2020-10-31 23:35:00,3.0651020039e+10,0.0000000000e+00,1.0203403275e+08,1.0599128256e+10,1.8904044072e+08,7.2391688689e+05,4.2128029367e+07,4.1380006649e+10,9.7023011208e+10,2.4448552022e+11,3.0651020039e+10,0.0000000000e+00,1.0599128256e+10,2.5366951733e+10,7.0105057917e+10,2.0232916601e+10,6.5217161611e+09,2.5248980589e+10,7.0416640174e+10,2.0034509430e+10,6.5587476181e+09,1.8635966064e+09,7.9951193324e+09,1.4210938861e+10,2.3062826803e+10,1.5639579172e+09,2.9176277870e+10,1.6939342672e+10,4.1687624578e+08,1.6843289971e+09,0.0000000000e+00,0.0000000000e+00,2.3960425679e+08,3.8288853808e+11,1.0807324465e+01,2.5339753364e+01,6.3852922171e+01
2020-10-31 23:40:00,2.9820661604e+10,0.0000000000e+00,8.0174447729e+07,1.0348387453e+10,1.7100435533e+08,7.0125402436e+05,4.1795580825e+07,4.0302375800e+10,9.4167181510e+10,2.3469718389e+11,2.9820661604e+10,0.0000000000e+00,1.0348387453e+10,2.4749861879e+10,6.7628669203e+10,1.9309160788e+10,6.2949883948e+09,2.4071331375e+10,6.7256704489e+10,1.8984069170e+10,6.4023985872e+09,1.7536405961e+09,7.7500582475e+09,1.3668366162e+10,2.1279773046e+10,1.5444520336e+09,2.9301540733e+10,1.6722011378e+10,4.0376497996e+08,1.6424257698e+09,0.0000000000e+00,0.0000000000e+00,2.3447530741e+08,3.6916674120e+11,1.0917119909e+01,2.5508034989e+01,6.3574845103e+01
2020-10-31 23:45:00,2.9533316825e+10,0.0000000000e+00,8.3256218324e+07,1.0123214042e+10,1.6030543307e+08,7.0471205164e+05,4.1931761993e+07,3.9776216555e+10,9.0724330515e+10,2.2667292448e+11,2.9533316825e+10,0.0000000000e+00,1.0123214042e+10,2.3802996343e+10,6.5145684178e+10,1.8511766149e+10,6.3357746825e+09,2.3205669223e+10,6.5000970155e+10,1.8435567678e+10,6.2344960719e+09,1.6724937688e+09,7.6609075470e+09,1.3172922609e+10,1.9857656717e+10,1.4982029574e+09,2.8395090565e+10,1.6378442163e+10,3.8512131769e+08,1.6046562026e+09,0.0000000000e+00,0.0000000000e+00,2.1852235649e+08,3.5717347155e+11,1.1136386021e+01,2.5400635193e+01,6.3462978786e+01
2020-10-31 23:50:00,2.8755400933e+10,0.0000000000e+00,7.9437166299e+07,9.9168119486e+09,1.6987155944e+08,6.8947408427e+05,4.8666869045e+07,3.8812003618e+10,8.7738820734e+10,2.1765906938e+11,2.8755400933e+10,0.0000000000e+00,9.9168119486e+09,2.2675948168e+10,6.2654358857e+10,1.7624701921e+10,5.9198846335e+09,2.2662868895e+10,6.2572701491e+10,1.7547377798e+10,6.0012276193e+09,1.6754456144e+09,7.2983249395e+09,1.2708405103e+10,1.9902914321e+10,1.4665188069e+09,2.7002934165e+10,1.5705726824e+10,3.7829577662e+08,1.5238450728e+09,0.0000000000e+00,0.0000000000e+00,2.1620084754e+08,3.4420989374e+11,1.1275679266e+01,2.5489918312e+01,6.3234402423e+01
2020-10-31 23:55:00,2.7716128015e+10,0.0000000000e+00,7.7172307777e+07,9.4857166104e+09,1.7448386827e+08,6.7915464656e+05,4.6012421308e+07,3.7345847762e+10,8.5604099400e+10,2.0930252362e+11,2.7716128015e+10,0.0000000000e+00,9.4857166104e+09,2.1846240533e+10,5.9871686583e+10,1.7387383932e+10,5.7308187066e+09,2.1321263412e+10,6.0204557891e+10,1.7369758918e+10,5.5708136477e+09,1.6477327024e+09,6.7127856929e+09,1.2466913494e+10,1.9743585430e+10,1.4047372327e+09,2.6406352332e+10,1.5398215853e+10,3.6120384170e+08,1.3949643090e+09,0.0000000000e+00,0.0000000000e+00,2.1161164969e+08,3.3225247078e+11,1.1240201668e+01,2.5764774359e+01,6.2995023973e+01
2020-11-01 00:00:00,2.6696062234e+10,0.0000000000e+00,7.3065873131e+07,9.2476260520e+09,1.9600744983e+08,8.5777852380e+05,4.3619391721e+07,3.6111107033e+10,8.2600681373e+10,2.0062014541e+11,2.6696062234e+10,0.0000000000e+00,9.2476260520e+09,2.0588619905e+10,5.7783053149e+10,1.6473020693e+10,5.3491922617e+09,2.0584082597e+10,5.7856155013e+10,1.6608098744e+10,5.3779230459e+09,1.5657291642e+09,6.4429046941e+09,1.2358545974e+10,1.9538864652e+10,1.3143376961e+09,2.5230309414e+10,1.4404954872e+10,3.4087640000e+08,1.3684586284e+09,0.0000000000e+00,0.0000000000e+00,2.0311862673e+08,3.1933193382e+11,1.1308329424e+01,2.5866715047e+01,6.2824955529e+01
2020-11-01 00:05:00,2.5857981620e+10,0.0000000000e+00,6.9376533350e+07,9.1553432779e+09,2.1929152868e+08,8.4196871215e+05,5.0976485318e+07,3.5215058347e+10,8.3333030928e+10,1.9692090486e+11,2.5857981620e+10,0.0000000000e+00,9.1553432779e+09,2.0304160275e+10,5.5993097071e+10,1.7044112962e+10,5.2750195254e+09,2.0212955997e+10,5.5876841953e+10,1.6905855054e+10,5.3088620218e+09,1.6437193020e+09,6.3154557514e+09,1.1812811501e+10,2.2144199714e+10,1.3210142564e+09,2.4567577524e+10,1.3903325315e+10,3.2429801681e+08,1.2994942288e+09,0.0000000000e+00,0.0000000000e+00,2.0286876771e+08,3.1546899413e+11,1.1162763695e+01,2.6415601050e+01,6.2421635254e+01
2020-11-01 00:10:00,2.4200066360e+10,0.0000000000e+00,6.8175756719e+07,8.9582551871e+09,1.5263223144e+08,8.1799569738e+05,5.0806958360e+07,3.3294402976e+10,8.0095778613e+10,1.8788115973e+11,2.4200066360e+10,0.0000000000e+00,8.9582551871e+09,1.9666679417e+10,5.2790217405e+10,1.6030766114e+10,5.2616675300e+09,1.9577317692e+10,5.3377579542e+10,1.5900763870e+10,5.2761681638e+09,1.5381982451e+09,5.9074889715e+09,1.1488069595e+10,2.1755306989e+10,1.2223706923e+09,2.3284832960e+10,1.3317308410e+10,3.1133726403e+08,1.2267000281e+09,0.0000000000e+00,0.0000000000e+00,1.8024688717e+08,3.0127134132e+11,1.1051301073e+01,2.6585926913e+01,6.2362772014e+01
2020-11-01 00:15:00,2.3845939791e+10,0.0000000000e+00,6.6253562533e+07,8.5359629105e+09,1.3505595717e+08,7.3424857491e+05,5.1634897729e+07,3.2503074243e+10,7.7782422609e+10,1.8240452741e+11,2.3845939791e+10,0.0000000000e+00,8.5359629105e+09,1.9052991009e+10,5.0980896005e+10,1.5879633662e+10,5.1080529532e+09,1.9242045110e+10,5.1634095798e+10,1.5386972584e+10,5.1198402934e+09,1.4592401216e+09,5.7543532390e+09,1.1456918338e+10,2.0433444405e+10,1.0604329962e+09,2.2857123246e+10,1.3191691253e+10,3.2950693474e+08,1.1847959531e+09,0.0000000000e+00,0.0000000000e+00,1.7608766257e+08,2.9269002427e+11,1.1104947743e+01,2.6575016625e+01,6.2320035632e+01
2020-11-01 00:20:00,2.3339501962e+10,0.0000000000e+00,6.4917243055e+07,8.1807005884e+09,1.3911001793e+08,7.0281155549e+05,5.1685885286e+07,3.1646784022e+10,7.5253749731e+10,1.7644451114e+11,2.3339501962e+10,0.0000000000e+00,8.1807005884e+09,1.8703389837e+10,4.9646496526e+10,1.5178466037e+10,5.3251326473e+09,1.8353461346e+10,4.9309768967e+10,1.4747473653e+10,5.1803221317e+09,1.4718865445e+09,5.4146589523e+09,1.1210064066e+10,1.9237168575e+10,1.0373959555e+09,2.2439760887e+10,1.2897938151e+10,3.0242682242e+08,1.1968245475e+09,0.0000000000e+00,0.0000000000e+00,1.7220670171e+08,2.8334504490e+11,1.1168991515e+01,2.6559049147e+01,6.2271959338e+01
